n,beta,seed,sigma,k,m,steps,protocol,model,init_seed,sample_seed,mask_seed,samples_sha256,masks_sha256,unique_masks,elite_size,elapsed_seconds,kl,support_mass,support_kl,conditional_kl,unseen_mass,region_mass_kl,within_region_kl,coverage_1000,recovery_1000,conditional_coverage_1000,coverage_2000,recovery_2000,conditional_coverage_2000,coverage_5000,recovery_5000,conditional_coverage_5000
12,0.9,111,3.0,256,200,600,matched,iqp-parity,11903,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d6ccaa9ae14a1b83f26558f661a7dcd15e7a636f30e7942c468b08d4a7a79210,46,289,0.7845152500085533,0.5587671993470411,1.0,-0.0,0.5587671993470411,0.4896273413577446,0.002392871551362634,0.5563743277956786,0.11617243195672686,0.40198073341427976,0.11617243195672686,0.07794763895181192,0.5394300273481795,0.07794763895181192,0.040790307181527596,0.7057146571198546,0.040790307181527596
12,0.9,111,3.0,256,200,600,matched,iqp-mse,11903,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d6ccaa9ae14a1b83f26558f661a7dcd15e7a636f30e7942c468b08d4a7a79210,46,289,0.48731649992987514,0.4295313518162679,1.0,-0.0,0.4295313518162679,0.47579211698616897,0.0008617678029718273,0.42866958401329625,0.12184049128953424,0.4215933954655164,0.12184049128953424,0.08342975879288397,0.5773685729611348,0.08342975879288397,0.04416060193737616,0.7640242549719058,0.04416060193737616
12,0.9,111,3.0,512,200,600,matched,iqp-parity,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,ce210f7efd58c4162c5b10efedfec422dc216c0ba9c43b8d42da49f229d7157f,67,289,0.5678289170609787,0.4869578183740451,1.0000000000000002,-2.2204460492503128e-16,0.48695781837404534,0.4822160837246747,0.0014777108623341695,0.48548010751171145,0.1234452389632749,0.4271461555822661,0.12344523896327488,0.08322046772567879,0.5759201918732096,0.08322046772567879,0.04311862273511729,0.7459969331335171,0.04311862273511728
12,0.9,111,3.0,512,200,600,matched,iqp-mse,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,ce210f7efd58c4162c5b10efedfec422dc216c0ba9c43b8d42da49f229d7157f,67,289,0.4113760420586914,0.4287738792810607,1.0,-0.0,0.4287738792810607,0.46614226981562434,0.0002463378658553346,0.4285275414152056,0.12039063538035075,0.4165765930115943,0.12039063538035075,0.08282226474405505,0.5731644618965748,0.08282226474405505,0.04353972620649519,0.753282460319986,0.04353972620649519
12,0.9,112,0.5,128,200,600,matched,iqp-parity,11008,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,fc5e2fb387e3a1d227766f5b10a8c9e535cbc922a1ebd1344bfa841103ad17e4,123,294,0.5911999581148848,0.6447587938479735,0.9999999999999999,1.1102230246251565e-16,0.6447587938479734,0.45654173582107865,0.0002954257058900341,0.6444633681420835,0.11094564229540221,0.3773661302564701,0.11094564229540223,0.07297907494965272,0.4964562921745084,0.07297907494965272,0.037569814254538536,0.6389424192948732,0.037569814254538536
12,0.9,112,0.5,128,200,600,matched,iqp-mse,11008,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,fc5e2fb387e3a1d227766f5b10a8c9e535cbc922a1ebd1344bfa841103ad17e4,123,294,0.7006895000813529,0.45493192755813416,1.0,-0.0,0.45493192755813416,0.4374558299875562,0.0019689354976925103,0.4529629920604418,0.1159330342663767,0.39433004852509085,0.1159330342663767,0.07872089383329182,0.5355162845802165,0.07872089383329182,0.04175963861616276,0.7101979356490266,0.04175963861616276
12,0.9,112,0.5,256,200,600,matched,iqp-parity,11904,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,fffaf83b29facac6edc54a3076f9327cfeaf677e3137c70245b522b548ab5714,247,294,0.884088542079553,0.5090707645118032,1.0,-0.0,0.5090707645118032,0.44089117392527827,0.0015576913322698296,0.5075130731795336,0.11460398000599444,0.38980945580270215,0.11460398000599444,0.0774361438278819,0.526776488625047,0.0774361438278819,0.041128751792623396,0.6994685679017584,0.041128751792623396
12,0.9,112,0.5,256,200,600,matched,iqp-mse,11904,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,fffaf83b29facac6edc54a3076f9327cfeaf677e3137c70245b522b548ab5714,247,294,0.4765760420123115,0.48562906852289767,0.9999999999999999,1.1102230246251565e-16,0.48562906852289756,0.4354982082505672,0.002225059354204917,0.48340400916869275,0.11320985895968955,0.3850675474819372,0.11320985895968955,0.07722828974646478,0.5253625152820733,0.07722828974646478,0.041771952324539265,0.7104073524581507,0.041771952324539265
12,0.9,112,0.5,512,200,600,matched,iqp-parity,13696,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,0710923470bb92cb911a7f227795189ca1fd9d65218e67471d4fbb2418478ca6,483,294,0.6212441669777036,0.5028634649016253,1.0,-0.0,0.5028634649016253,0.4478864317783341,0.000870060956120508,0.5019934039455048,0.11136346239113723,0.37878728704468445,0.11136346239113723,0.07600689831562546,0.5170537300382685,0.07600689831562546,0.0410793774206545,0.6986288676982058,0.0410793774206545
12,0.9,112,0.5,512,200,600,matched,iqp-mse,13696,119,334,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,0710923470bb92cb911a7f227795189ca1fd9d65218e67471d4fbb2418478ca6,483,294,0.461803000071086,0.499749619211589,0.9999999999999999,1.1102230246251565e-16,0.4997496192115889,0.4443972768290836,0.0011879986270528116,0.4985616205845361,0.10888876622029173,0.37036995313024396,0.10888876622029176,0.07460356100143868,0.5075072176968618,0.0746035610014387,0.0408132824429803,0.6941034429078282,0.0408132824429803
