beta,architecture,objective,sigma,lr,seed,key,family,parameters,status,kl,validation_nll,recovery_1000,coverage_1000,seconds,sample_sha256,initial_sha256,mask_sha256,validation_sha256,error
0.9,dense,mse,1.0,0.01,114,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.6416392687374363,6.30233725789324,0.40388100914526026,0.11914489769785178,0.6244104579091072,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,3e40fb00f0d7336f12289747d25109e06baa7865eaf0c7dd6f89a85970ed7fd9,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,dense,mse,1.0,0.01,115,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.7809444386422247,6.370077038481226,0.3782841173755681,0.11310695109529487,0.5621343330712989,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,bc1fd3ebe710245a2b56359c12a723983a1561bde63e3b0b4bb20f0fbc68479e,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,dense,mse,1.0,0.01,116,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.6979993860676965,6.357483392506922,0.37369238421993145,0.11397617718707909,0.5929229999892414,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,9cd885e5773e1a61573e6e4ab8e32f5435362a42796d8eff0025ba8c01455816,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,dense,mse,1.0,0.01,117,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.6619636881543843,6.3847353682470915,0.40409083163201065,0.11961088616307515,0.5622287499718368,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,402a25298a9acbc5abce157f274c26389cdb90f04be171fa07ccd19e6af98b90,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,dense,mse,1.0,0.01,118,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.590626220066707,6.349829161673961,0.3892190111758601,0.11170585620747185,0.5518595000030473,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,cbba1f67e2c26a1f241163d14c4d955aa93c178f38e5f65ab484b62775596dbb,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,dense,mse,1.0,0.01,119,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.7172794176259866,6.326517671557728,0.3886119147722887,0.11464051485782516,0.5826460829703137,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,f94f9210ef1ff1dfbe682a6006a492d2d383f30e3f71941cdb5c0b2c8319d6f5,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,dense,mse,1.0,0.01,120,b0.9_dense_mse_sigma1_lr0.01,mse,66,ok,0.6572399320463648,6.352610148947172,0.36863442471180435,0.10837852086527049,0.5734788330737501,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,4939936f888881fec7dcaaa22bdc939f3e13b0069e4581c8b191c627c7ad6d41,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,dense,mse,1.0,0.02,111,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.5953842403409368,6.349183190807453,0.3940507670133712,0.11388067166686429,0.6012655419763178,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,922c88498695bd4cd2bce85cb58cec5948b0b2180f15c65c83fd8961fa62e3fc,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,dense,mse,1.0,0.02,112,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.5970846127175378,6.235287299950165,0.37381365072252076,0.1099012133124211,0.5656687080627307,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,4f0dfaf22fde2be953d09f6d5e1d430f855a074012b1744b4581503ac11ff36c,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,dense,mse,1.0,0.02,113,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.4786004290617354,6.087149657164425,0.40975234502146307,0.12456471288652478,0.5573128329124302,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,191c09e53d0a687f6cad40fa2d14867ca63354cc5fb8b3e5cd829abf5c3cde96,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,dense,mse,1.0,0.02,114,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.6075806753933136,6.299011716778847,0.38190118255695216,0.11266084885430087,0.6151270000264049,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,3e40fb00f0d7336f12289747d25109e06baa7865eaf0c7dd6f89a85970ed7fd9,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,dense,mse,1.0,0.02,115,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.5767990198796035,6.129179148086909,0.38580612774618933,0.11535603219611062,0.5348559159319848,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,bc1fd3ebe710245a2b56359c12a723983a1561bde63e3b0b4bb20f0fbc68479e,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,dense,mse,1.0,0.02,116,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.7269534925139847,6.396845942977792,0.35517049386109795,0.10832700062763487,0.593589665950276,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,9cd885e5773e1a61573e6e4ab8e32f5435362a42796d8eff0025ba8c01455816,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,dense,mse,1.0,0.02,117,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.5619353569246117,6.2554067731692795,0.4199451145591292,0.12430375390950224,0.5840019589522853,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,402a25298a9acbc5abce157f274c26389cdb90f04be171fa07ccd19e6af98b90,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,dense,mse,1.0,0.02,118,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.485966145666603,6.210275407326475,0.4036217555856125,0.11583944385307078,0.5649988750228658,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,cbba1f67e2c26a1f241163d14c4d955aa93c178f38e5f65ab484b62775596dbb,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,dense,mse,1.0,0.02,119,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.619396201235931,6.243703102520732,0.36266101095819453,0.10698499823266738,0.5932765000034124,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,f94f9210ef1ff1dfbe682a6006a492d2d383f30e3f71941cdb5c0b2c8319d6f5,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,dense,mse,1.0,0.02,120,b0.9_dense_mse_sigma1_lr0.02,mse,66,ok,0.4554000548260586,6.187285153609939,0.4107249375851108,0.12075313165002258,0.5591241670772433,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,4939936f888881fec7dcaaa22bdc939f3e13b0069e4581c8b191c627c7ad6d41,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,dense,mse,1.0,0.05,111,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.4925166364230228,6.241126233404332,0.4141502567262481,0.1196894241938857,0.5629927499685436,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,922c88498695bd4cd2bce85cb58cec5948b0b2180f15c65c83fd8961fa62e3fc,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,dense,mse,1.0,0.05,112,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.41552047223591765,6.071572120652943,0.4182786776696011,0.12297393123486272,0.5669067919952795,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,4f0dfaf22fde2be953d09f6d5e1d430f855a074012b1744b4581503ac11ff36c,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,dense,mse,1.0,0.05,113,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.5085419244735925,6.132782864967834,0.37818312043350566,0.11496766861178573,0.5553956249495968,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,191c09e53d0a687f6cad40fa2d14867ca63354cc5fb8b3e5cd829abf5c3cde96,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,dense,mse,1.0,0.05,114,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.3445172252272239,6.0247622756638775,0.42491116400246987,0.1253487933807286,0.5524335419759154,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,3e40fb00f0d7336f12289747d25109e06baa7865eaf0c7dd6f89a85970ed7fd9,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,dense,mse,1.0,0.05,115,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.5036334574537806,6.059963739582836,0.365773961182234,0.10936641439348796,0.5851860409602523,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,bc1fd3ebe710245a2b56359c12a723983a1561bde63e3b0b4bb20f0fbc68479e,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,dense,mse,1.0,0.05,116,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.5469978634811656,6.243565800865826,0.3798400717837104,0.11585122189403167,0.5897877910174429,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,9cd885e5773e1a61573e6e4ab8e32f5435362a42796d8eff0025ba8c01455816,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,dense,mse,1.0,0.05,117,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.5166325806691926,6.165677343920241,0.3729894955706461,0.11040489068891124,0.5640620000194758,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,402a25298a9acbc5abce157f274c26389cdb90f04be171fa07ccd19e6af98b90,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,dense,mse,1.0,0.05,118,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.5092313166662261,6.252374649828085,0.3875768963317278,0.11123456924720589,0.5299777500331402,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,cbba1f67e2c26a1f241163d14c4d955aa93c178f38e5f65ab484b62775596dbb,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,dense,mse,1.0,0.05,119,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.47173317166798706,6.084582444728038,0.4047670430774586,0.11940627770785028,0.5576274999184534,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,f94f9210ef1ff1dfbe682a6006a492d2d383f30e3f71941cdb5c0b2c8319d6f5,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,dense,mse,1.0,0.05,120,b0.9_dense_mse_sigma1_lr0.05,mse,66,ok,0.507094093127862,6.2219972919484245,0.3944170946378763,0.11595862582353562,0.5657478750217706,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,4939936f888881fec7dcaaa22bdc939f3e13b0069e4581c8b191c627c7ad6d41,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,dense,mse,1.0,0.1,111,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,2.186179305338997,8.029532050823885,0.06658193285284697,0.019242178594472775,0.5703677500132471,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,922c88498695bd4cd2bce85cb58cec5948b0b2180f15c65c83fd8961fa62e3fc,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,dense,mse,1.0,0.1,112,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.8087095892999634,7.466388562101882,0.08815918711878522,0.025918801012922852,0.5807729590451345,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,4f0dfaf22fde2be953d09f6d5e1d430f855a074012b1744b4581503ac11ff36c,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,dense,mse,1.0,0.1,113,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,0.49069672627850747,6.059216742279212,0.4089045726471182,0.12430699008472393,0.5677052920218557,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,191c09e53d0a687f6cad40fa2d14867ca63354cc5fb8b3e5cd829abf5c3cde96,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,dense,mse,1.0,0.1,114,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.516594634333884,7.1482155243446615,0.14584761367104912,0.043025046032959494,0.5435550840338692,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,3e40fb00f0d7336f12289747d25109e06baa7865eaf0c7dd6f89a85970ed7fd9,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,dense,mse,1.0,0.1,115,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,3.013714281545563,8.62431582321708,0.07944742290280116,0.023754779447937545,0.5654391249408945,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,bc1fd3ebe710245a2b56359c12a723983a1561bde63e3b0b4bb20f0fbc68479e,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,dense,mse,1.0,0.1,116,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,2.066347236698511,7.776062080564588,0.05301789988302119,0.016170459464321465,0.5809458339354023,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,9cd885e5773e1a61573e6e4ab8e32f5435362a42796d8eff0025ba8c01455816,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,dense,mse,1.0,0.1,117,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.8812367186491379,7.584148598755004,0.07632312886041757,0.0225916461426836,0.5327240839833394,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,402a25298a9acbc5abce157f274c26389cdb90f04be171fa07ccd19e6af98b90,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,dense,mse,1.0,0.1,118,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.5328590810040248,7.250072351810648,0.08780300406272648,0.025199462166002502,0.611428749980405,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,cbba1f67e2c26a1f241163d14c4d955aa93c178f38e5f65ab484b62775596dbb,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,dense,mse,1.0,0.1,119,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.6695146433196295,7.285241443826291,0.09650693150682742,0.02846954479451409,0.5700927089201286,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,f94f9210ef1ff1dfbe682a6006a492d2d383f30e3f71941cdb5c0b2c8319d6f5,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,dense,mse,1.0,0.1,120,b0.9_dense_mse_sigma1_lr0.1,mse,66,ok,1.9678823592821972,7.606155731212442,0.15604191619666904,0.045876323361820695,0.5568460409995168,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,4939936f888881fec7dcaaa22bdc939f3e13b0069e4581c8b191c627c7ad6d41,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,dense,mse,1.0,0.2,111,b0.9_dense_mse_sigma1_lr0.2,mse,66,ok,1.5774092392416499,7.398831479201801,0.10764764975950235,0.03111017078049618,0.5838030829327181,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,922c88498695bd4cd2bce85cb58cec5948b0b2180f15c65c83fd8961fa62e3fc,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,dense,mse,1.0,0.2,112,b0.9_dense_mse_sigma1_lr0.2,mse,66,ok,1.887867373762747,7.500914989407449,0.06058790630678394,0.01781284445419448,0.5679822079837322,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,4f0dfaf22fde2be953d09f6d5e1d430f855a074012b1744b4581503ac11ff36c,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
